City,Purchase_Amount
Brandiberg,650.22
Brandiburgh,270.78
Brandichester,232.19
Brandifort,295.28999999999996
Brandihaven,247.32
Brandiland,164.03
Brandishire,789.44
Brandistad,66.87
Branditon,55.34
Brandiville,497.55
Brandonberg,905.4200000000001
Brandonborough,399.26
Brandonburgh,197.16000000000003
Brandonbury,254.06
Brandonchester,1571.04
Brandonfort,538.62
Brandonfurt,1079.67
Brandonhaven,388.85
Brandonland,1333.0
Brandonmouth,1723.9499999999998
Brandonport,293.44
Brandonshire,620.83
Brandonside,1129.3899999999999
Brandonstad,944.0400000000001
Brandonton,780.46
Brandontown,863.3499999999999
Brandonview,758.56
Brandonville,491.51
Brandtbury,196.69
Brandtmouth,547.79
Brandtport,241.87
Brandtton,270.27
Brandttown,418.77
Brandyberg,714.42
Brandybury,208.13
Brandychester,250.46
Brandyfurt,133.89
Brandyhaven,113.31
Brandyland,370.59
Brandymouth,1201.83
Brandyshire,203.4
Brandyside,547.4200000000001
Brandystad,445.19
Brandyton,394.57
Braunfort,47.2
Braunstad,493.3
Braunville,214.25
Brayborough,49.34
Braymouth,299.89
Brayside,52.07
Braytown,57.77
Breannaborough,142.37
Breannachester,350.2
Breannafurt,338.08
Breannamouth,138.38
Breannaport,22.51
Breannaside,171.32
Brendaberg,114.97
Brendaburgh,388.45
Brendabury,457.88
Brendachester,911.21
Brendafurt,491.96000000000004
Brendahaven,525.93
Brendaland,696.3199999999999
Brendamouth,970.08
Brendanberg,66.91
Brendanborough,98.7
Brendanfort,420.07
Brendanfurt,388.82
Brendanview,49.4
Brendastad,677.98
Brendaton,541.26
Brendatown,449.79
Brendaville,468.89
Brennanberg,681.02
Brennanfort,222.93
Brennanland,226.26
Brennanside,210.05
Brennanstad,242.4
Brentborough,195.91
Brentbury,16.03
Brentmouth,384.02
Brentside,113.7
Brettborough,305.25
Brettburgh,145.95
Brettbury,622.13
Bretthaven,191.89
Brettland,258.9
Brettside,149.75
Brettview,351.33
Brewerborough,486.12
Brewerbury,349.87
Brewerchester,351.13
Brewermouth,1181.2
Brewershire,140.56
Brewerville,208.1
Brianaberg,30.02
Brianaborough,254.86
Brianabury,164.52
Brianachester,642.69
Brianafurt,449.63
Brianamouth,486.99
Brianashire,242.67
Brianatown,452.1
Brianberg,1763.31
Brianborough,2401.11
Brianburgh,1107.5
Brianbury,641.3199999999999
Brianchester,710.81
Brianfort,720.62
Brianfurt,2244.73
Brianhaven,1609.86
Brianland,387.28
Brianmouth,1996.93
Briannaberg,271.58
Briannaburgh,158.22
Briannabury,317.31
Briannachester,266.36
Briannafort,215.34
Briannahaven,143.83
Briannaland,617.22
Briannamouth,1250.77
Briannaport,397.08
Briannashire,351.46
Briannaside,176.13
Briannastad,320.73
Briannaton,539.69
Briannatown,218.56
Briannaview,199.95
Briannaville,252.02
Brianport,1167.51
Brianshire,244.14
Brianside,380.48
Brianstad,691.65
Brianton,1336.56
Briantown,1230.3799999999999
Brianview,890.53
Brianville,1132.51
Bridgesbury,476.12
Bridgeshaven,696.05
Bridgesshire,334.03000000000003
Bridgesstad,62.28
Bridgetborough,37.97
Bridgetchester,396.17
Bridgetfort,448.16
Bridgetstad,376.93
Briggsbury,501.96000000000004
Briggsland,306.3
Briggsshire,353.01
Brightborough,269.01
Brightchester,352.36
Brightview,382.01
Brittanyberg,251.87
Brittanyborough,562.3299999999999
Brittanyburgh,89.61
Brittanybury,181.01
Brittanychester,1469.28
Brittanyfort,973.8199999999999
Brittanyfurt,460.23
Brittanyland,640.72
Brittanymouth,1531.77
Brittanyport,73.06
Brittanyshire,610.59
Brittanyside,904.25
Brittanyton,88.13
Brittanytown,268.73
Brittanyview,466.3
Brittanyville,151.13
Brittneyberg,726.27
Brittneyfurt,367.75
Brittneyhaven,304.24
Brittneyton,13.53
Brittneytown,253.91
Brittneyville,483.03
Brockbury,447.2
Brockchester,284.12
Brockfort,383.83
Brockhaven,429.83
Brockport,481.19
Brockshire,99.02
Brockview,330.27
Brockville,546.8499999999999
Brookeburgh,360.54
Brookebury,712.9300000000001
Brookefort,51.81
Brookefurt,716.4300000000001
Brookeland,246.64
Brookemouth,414.78999999999996
Brookeshire,348.78
Brookeside,433.15
Brookestad,113.04
Brookeville,297.56
Brooksberg,572.24
Brooksburgh,933.49
Brooksbury,304.36
Brooksfurt,659.2
Brookshaven,196.22
Brooksland,1106.94
Brooksmouth,401.35
Brooksport,985.38
Brooksshire,845.29
Brooksside,339.07
Brookstown,223.04
Brooksview,930.78
Brooksville,853.95
Brownberg,1640.72
Brownborough,2487.39
Brownburgh,1998.55
Brownbury,1704.49
Brownchester,2396.11
Brownfort,2382.51
Brownfurt,3521.31
Brownhaven,1369.32
Browningberg,473.16
Browningchester,155.06
Browningfurt,331.55
Browningview,494.31
Brownland,1659.71
Brownmouth,4584.5199999999995
Brownport,2161.68
Brownshire,1887.4499999999998
Brownside,1023.51
Brownstad,2054.75
Brownton,2694.07
Browntown,1341.54
Brownview,2309.95
Brownville,1848.78
Bruceburgh,271.81
Brucebury,135.37
Brucechester,458.1
Brucehaven,927.53
Bruceland,436.76
Brucemouth,1205.97
Bruceport,560.49
Bruceshire,247.70999999999998
Bruceside,142.97
Brucestad,468.73999999999995
Brucetown,558.3000000000001
Bryanberg,16.66
Bryanborough,542.51
Bryanburgh,491.31
Bryanbury,807.97
Bryanchester,1292.1
Bryanfort,299.86
Bryanfurt,705.96
Bryanhaven,168.6
Bryanland,439.01
Bryanmouth,707.21
Bryanport,140.89
Bryanshire,1709.97
Bryanside,128.49
Bryanstad,335.24
Bryantborough,465.64
Bryantburgh,587.1899999999999
Bryantbury,297.02
Bryantfort,243.61
Bryantfurt,197.77
Bryanthaven,548.58
Bryantland,638.78
Bryantmouth,592.39
Bryanton,1642.1100000000001
Bryantown,632.35
Bryantport,388.56
Bryantshire,221.28
Bryantstad,176.58999999999997
Bryantton,149.42
Bryanttown,568.41
Bryantview,171.15
Bryantville,66.38
Bryanview,31.89
Bryceland,345.18
Brycetown,432.1
Bryceview,446.1
Buchananbury,96.92
Buchananchester,303.85
Buchananmouth,227.94
Buchananside,343.59000000000003
Buchanantown,12.02
Buckberg,306.91
Buckleyberg,263.63
Buckleyfort,345.07
Buckleyfurt,382.46
Buckleymouth,541.87
Buckleyshire,444.97
Bullockville,219.04
Burchberg,297.12
Burchton,785.94
Burgessburgh,928.66
Burgesschester,674.74
Burgessfurt,250.94
Burgesshaven,262.14
Burgessmouth,313.7
Burgessshire,86.53
Burgessview,239.93
Burgessville,215.27
Burkeborough,282.43
Burkehaven,26.14
Burkeland,494.96999999999997
Burkemouth,820.74
Burkeport,535.27
Burkeside,195.76
Burkestad,130.87
Burketon,45.08
Burkeville,364.36999999999995
Burnettborough,453.8
Burnettburgh,176.97
Burnettfort,432.7
Burnettshire,453.68
Burnettstad,453.42
Burnettview,221.74
Burnettville,15.76
Burnsborough,556.79
Burnschester,188.53
Burnsfort,395.25
Burnsfurt,192.39
Burnsland,515.05
Burnsmouth,742.46
Burnsshire,600.88
Burnston,814.3199999999999
Burnstown,15.52
Burnsview,223.02
Burnsville,357.43
Burtonborough,274.97
Burtonburgh,406.83
Burtonfort,883.68
Burtonfurt,77.32
Burtonton,329.24
Burtonview,470.5
Bushburgh,290.11
Bushbury,83.88
Bushchester,386.54
Bushfort,465.99
Bushhaven,76.52
Bushmouth,898.95
Bushshire,293.65
Bushside,459.41
Bushton,162.53
Bushtown,290.12
Bushview,535.86
Butlerberg,633.53
Butlerborough,1499.55
Butlerburgh,482.72
Butlerbury,230.03
Butlerchester,499.51
Butlerfurt,274.2
Butlerhaven,333.76
Butlermouth,672.26
Butlerport,14.07
Butlershire,686.5600000000001
Butlerside,93.88
Butlerstad,369.16
Butlertown,679.27
Butlerview,1082.2
Butlerville,390.89
Byrdborough,32.97
Byrdchester,89.95
Byrdfurt,157.23
Byrdmouth,648.5
Byrdshire,491.98
Byrdstad,584.4
Byrdton,312.78
Byrdview,136.01
Byrdville,473.0
Cabrerabury,115.66
Cabrerafort,233.72
Cabreramouth,301.62
Cabreraport,346.55
Cabreraside,143.1
Cabreraview,190.5
Cainberg,256.67
Cainborough,512.88
Cainburgh,361.41
Cainmouth,521.31
Cainstad,16.34
Cainview,142.69
Caitlinborough,846.26
Caitlinbury,145.46
Caitlinfort,200.66
Caitlinfurt,119.13
Caitlinland,284.32
Caitlinmouth,445.79
Caitlinport,482.46
Caitlinshire,261.02
Caitlinstad,856.52
Caitlinville,484.73
Caitlynbury,220.53
Caitlynmouth,120.97
Caitlynshire,387.77
Caitlyntown,523.98
Calderonberg,111.74
Calderonchester,679.63
Calderonfurt,173.7
Calderonshire,831.59
Calderontown,77.29
Calderonview,347.79
Caldwellberg,184.06
Caldwellborough,112.79
Caldwellfurt,392.8
Caldwellmouth,281.03
Caldwellshire,328.07000000000005
Caldwelltown,197.69
Caldwellville,481.9
Calebborough,225.43
Calebbury,501.43999999999994
Calebhaven,18.94
Calebmouth,161.42
Calebport,23.96
Calebshire,458.42
Calebside,419.78000000000003
Calebview,78.74
Calebville,80.02
Calhounmouth,444.27
Callahanberg,84.83
Callahanbury,344.08
Callahanfurt,447.20000000000005
Callahanmouth,357.15
Callahanshire,376.27
Calvinberg,309.42
Calvinborough,287.64
Calvinburgh,626.74
Calvinchester,362.08
Calvinton,193.36
Calvinview,399.3
Camachoberg,40.55
Camacholand,220.68
Camachoshire,362.94
Camachoton,520.13
Camachotown,342.13
Cameronborough,195.68
Cameronburgh,667.95
Cameronbury,44.25
Cameronchester,210.04
Cameronfurt,490.95
Cameronland,288.62
Cameronmouth,762.65
Cameronport,608.0
Cameronshire,41.91
Cameronside,221.95
Cameronton,436.8
Camerontown,552.59
Cameronview,209.19
Campbellberg,227.5
Campbellburgh,1345.58
Campbellbury,371.54
Campbellchester,1092.28
Campbellfort,625.76
Campbellfurt,445.66
Campbellhaven,51.31
Campbellland,660.94
Campbellmouth,1471.08
Campbellport,1325.84
Campbellshire,992.0300000000001
Campbellside,940.17
Campbellstad,1388.04
Campbellton,895.63
Campbelltown,372.97
Campbellview,1135.62
Camposberg,399.81
Camposborough,396.02000000000004
Camposbury,57.15
Camposchester,227.28
Camposfurt,476.89
Camposhaven,155.59
Camposmouth,315.10999999999996
Camposport,289.68
Candaceshire,446.78
Candaceton,183.72
Candaceview,379.87
Candaceville,369.77000000000004
Candiceberg,80.19
Candicemouth,773.03
Candiceville,315.14
Cannonburgh,425.97
Cannonbury,340.33
Cannonfort,11.28
Cannonland,245.52
Cannonmouth,1039.74
Cannonton,53.57
Cantrellchester,494.17
Cantrellport,93.93
Cantuton,642.8599999999999
Cantuview,437.65
Cantuville,338.79
Cardenasberg,155.29
Cardenasfurt,108.0
Cardenashaven,14.36
Cardenasmouth,414.17
Cardenasstad,242.11
Cardenastown,491.93
Careyberg,432.86
Careyburgh,163.29
Careyport,188.44
Carlaberg,274.11
Carlaborough,492.87
Carlabury,386.03
Carlachester,90.78
Carlafurt,394.11
Carlahaven,430.01
Carlaland,30.43
Carlamouth,426.79999999999995
Carlaport,141.63
Carlashire,107.3
Carlaton,1327.1599999999999
Carlatown,336.7
Carlaview,204.32
Carlburgh,375.7
Carlchester,641.38
Carlfort,194.42
Carlland,121.19
Carlmouth,365.69
Carlosberg,700.7
Carlosborough,385.37
Carlosburgh,175.41
Carloschester,141.03
Carlosfort,27.94
Carlosfurt,124.95
Carloshaven,1537.0800000000002
Carlosmouth,876.73
Carlosside,447.18
Carlosstad,216.01
Carloston,155.53
Carlostown,235.17
Carlosview,499.77
Carlosville,53.45
Carlside,328.74
Carlsonborough,526.3299999999999
Carlsonburgh,200.56
Carlsonbury,465.48
Carlsonchester,171.75
Carlsonhaven,387.49
Carlsonport,353.58000000000004
Carlsonside,787.6800000000001
Carlsonstad,378.99
Carlsonton,793.91
Carlsontown,117.22
Carlsonview,124.58
Carlsonville,489.51
Carlyfurt,269.52
Carlyhaven,86.31
Carlymouth,372.53
Carlystad,217.6
Carlyville,262.67
Carmenburgh,232.28
Carmenchester,397.83
Carmenfort,228.3
Carmenfurt,132.74
Carmentown,488.26
Carmenville,157.9
Carneyberg,462.38
Carneyburgh,103.46
Carneychester,106.01
Carneyfort,100.57
Carneymouth,218.37
Carneyville,275.2
Carolberg,678.25
Carolchester,378.71
Carolfort,26.83
Carolfurt,19.55
Carolinebury,401.12
Carolinehaven,377.11
Carolineport,137.38
Carolineside,191.33
Carolineview,165.77
Carolineville,149.08
Carolland,863.9
Carolmouth,502.27
Carolport,58.56
Carolside,786.55
Carolton,793.0699999999999
Caroltown,146.4
Carolview,303.96
Carolville,56.82
Carolynberg,367.17
Carolynburgh,708.8299999999999
Carolynbury,160.62
Carolynchester,132.08
Carolynfurt,519.0600000000001
Carolynport,183.55
Carolynshire,19.31
Carolynside,811.5999999999999
Carolynview,253.78
Carolynville,430.28
Carpenterborough,184.25
Carpenterburgh,294.55
Carpenterbury,196.94
Carpenterfort,472.37
Carpenterhaven,393.72
Carpenterland,238.0
Carpentermouth,475.62
Carpenterport,909.64
Carpentershire,259.47
Carpenterstad,156.71
Carpentertown,52.58
Carpenterview,356.13
Carpenterville,20.1
Carrberg,247.59
Carrbury,257.04
Carrchester,155.44
Carrfort,314.01
Carrfurt,81.83
Carrieberg,547.03
Carrieborough,359.26
Carrieburgh,341.7
Carriebury,502.08
Carriechester,249.95
Carriefort,119.26
Carriefurt,275.03
Carriehaven,878.0699999999999
Carrieland,496.53
Carriemouth,1389.9
Carrieport,449.82
Carrieside,207.05
Carriestad,335.16
Carrieton,658.06
Carrietown,81.88
Carrieview,463.77
Carrilloberg,415.1
Carrilloburgh,287.73
Carrillobury,274.83
Carrillofurt,269.47
Carrillomouth,662.58
Carrilloport,155.61
Carrilloshire,343.41
Carrilloside,431.37
Carrillostad,90.14
Carrilloview,451.0
Carrland,1048.89
Carrmouth,67.32
Carrollborough,422.13
Carrollfort,491.38
Carrollfurt,172.28
Carrollland,454.15
Carrollmouth,482.88
Carrollside,345.49
Carrollton,104.43
Carrollview,852.41
Carrshire,233.32
Carrside,433.78999999999996
Carrton,570.49
Carsonburgh,692.0600000000001
Carsonfort,359.55
Carsonfurt,358.04
Carsonshire,890.37
Carsonside,316.3
Carsontown,266.6
Carterborough,130.46
Carterburgh,466.69
Carterbury,256.81
Carterchester,217.97
Carterfort,1022.38
Carterfurt,205.89
Carterhaven,428.89
Cartermouth,457.11
Carterport,1584.9099999999999
Cartershire,543.27
Carterside,369.2
Carterstad,290.73
Carterton,148.49
Cartertown,669.1099999999999
Carterview,196.31
Caseburgh,41.05
Casehaven,367.81
Casemouth,482.61
Caseview,454.09
Caseyberg,547.9300000000001
Caseybury,79.53
Caseychester,366.43999999999994
Caseyfort,439.77
Caseyhaven,74.5
Caseymouth,32.49
Caseyshire,204.98
Caseystad,11.91
Caseyton,380.71
Caseytown,240.0
Cassandraberg,491.08
Cassandrafort,468.73
Cassandrafurt,211.85
Cassandramouth,728.1300000000001
Cassandrashire,394.59
Cassandraside,496.96
Cassandrastad,172.76
Cassandraton,514.8199999999999
Cassandratown,209.43
Cassandraview,438.32
Cassiechester,46.77
Cassiehaven,202.58
Castanedaberg,175.89
Castanedabury,491.35
Castanedahaven,456.55
Castanedatown,378.18
Castilloborough,522.43
Castillobury,762.3
Castillofort,48.71
Castillofurt,364.77
Castillomouth,508.67
Castilloport,635.13
Castilloshire,761.5899999999999
Castillostad,128.36
Castilloton,696.47
Castillotown,359.0
Castilloville,14.64
Castroburgh,159.68
Castrofort,21.19
Castromouth,170.86
Castroport,140.21
Castroshire,592.3199999999999
Castroton,841.02
Castrotown,483.95
Castroview,358.16
Castroville,411.35
Catherineberg,222.92
Catherineborough,706.17
Catherineburgh,441.19
Catherinechester,60.24
Catherinefort,226.29
Catherinefurt,234.52
Catherinehaven,739.35
Catherineland,336.23
Catherinemouth,265.19
Catherineshire,1140.44
Catherineside,615.49
Catherinestad,407.26
Catherineton,269.55
Cathybury,125.81
Cathymouth,89.94
Cathyport,13.91
Cathyside,580.28
Cathystad,382.73
Cathyton,284.89
Cathyview,213.74
Cathyville,301.42
Cervantesberg,360.89
Cervantesborough,364.47
Cervantesmouth,38.33
Cervantesville,442.6
Cesarshire,487.44
Chadberg,332.3
Chadborough,459.63
Chadburgh,285.91
Chadbury,394.78
Chadfurt,131.49
Chadhaven,430.37
Chadmouth,341.11
Chadport,355.1
Chadside,783.99
Chadstad,307.5
Chadton,607.42
Chadtown,684.4100000000001
Chadview,356.09000000000003
Chadville,351.64
Chambersborough,376.56
Chambershaven,272.14
Chambersmouth,840.0699999999999
Chambersport,484.32
Chamberston,428.78
Chamberstown,447.33000000000004
Chambersview,431.86
Chanburgh,157.63
Chanchester,94.12
Chandlerfort,849.3199999999999
Chandlerfurt,263.43
Chandlerhaven,136.43
Chandlerport,460.74
Chandlerside,376.7
Chandlerton,281.41
Chandlertown,192.91
Chandlerview,457.62
Chaneybury,384.69
Chaneyton,486.33
Chaneyview,21.22
Chaneyville,471.44
Chanfort,251.71
Changberg,170.59
Changburgh,42.79
Changbury,450.61
Changfort,14.1
Changfurt,278.52
Changland,327.54
Changmouth,381.16
Changport,88.76
Changside,91.24
Changton,231.7
Changtown,362.9
Changview,362.63
Changville,253.61
Chanhaven,108.07
Chanmouth,174.84
Chantown,451.3
Chanview,365.65
Chapmanberg,396.18
Chapmanborough,210.34
Chapmanburgh,375.26
Chapmanhaven,168.06
Chapmanmouth,755.95
Chapmanport,1207.43
Chapmanshire,1038.75
Chapmanstad,139.06
Chapmanton,547.96
Chapmantown,134.71
Chapmanview,615.64
Charleneborough,261.9
Charleneport,480.07
Charlesberg,433.32
Charlesborough,1211.13
Charlesburgh,876.74
Charlesbury,1057.58
Charleschester,401.37
Charlesfort,1206.83
Charlesfurt,1417.02
Charleshaven,1996.72
Charlesland,1355.45
Charlesmouth,2210.96
Charlesport,1230.0700000000002
Charlesshire,165.59
Charlesside,1451.1299999999999
Charlesstad,1914.8000000000002
Charleston,1122.17
Charlestown,1246.6
Charlesview,484.9
Charlesville,1001.45
Charlotteberg,204.11
Charlottebury,148.93
Charlottemouth,424.55
Charlottestad,299.06
Chaseberg,197.24
Chaseborough,437.4
Chaseburgh,335.15
Chasefurt,314.32
Chaseshire,461.69
Chaseside,460.55999999999995
Chaseton,189.95
Chasetown,256.26
Chavezberg,575.4100000000001
Chavezburgh,136.32
Chavezbury,676.46
Chavezfort,77.91
Chavezfurt,389.96
Chavezhaven,815.1800000000001
Chavezmouth,288.82
Chavezport,116.75999999999999
Chavezshire,668.85
Chavezside,286.15999999999997
Chavezstad,252.81
Chelseaberg,351.57
Chelseaborough,673.71
Chelseachester,688.45
Chelseafort,364.5
Chelseafurt,59.99
Chelseamouth,289.56
Chelseaport,410.21
Chelseaton,418.15
Chelseatown,499.35
Chelseaville,21.79
Chelseyburgh,69.68
Chelseyland,273.74
Chelseyshire,150.56
Chelseyview,227.49
Chelseyville,172.17
Chenberg,537.76
Chenborough,301.46
Chenburgh,613.89
Chenbury,45.25
Chenchester,355.13
Chenhaven,363.32
Chenmouth,340.8
Chenport,521.97
Chenshire,280.24
Chenstad,453.8
Chenton,638.9100000000001
Chentown,258.59
Cherryhaven,228.21
Cherrymouth,161.26
Cherryside,291.54
Cherylberg,673.47
Cherylborough,228.57
Cherylchester,412.4
Cherylmouth,707.55
Cherylport,228.56
Cherylshire,532.04
Cherylside,240.49
Cherylstad,276.39
Cherylton,197.41
Cheryltown,472.2
Cherylview,33.71
Cheyenneburgh,449.36
Cheyennechester,477.07
Cheyennefort,375.88
Cheyenneland,237.56
Cheyennemouth,346.9
Chloeborough,164.27
Chloehaven,344.54
Chloeport,390.91
Chloeshire,373.0
Choiberg,315.86
Choiborough,392.32
Choistad,84.99
Chrisfort,428.57
Chrisfurt,343.2
Chrisshire,454.42
Chrisside,579.7
Christensenburgh,795.47
Christensenhaven,662.25
Christensenland,416.59
Christensenside,221.62
Christensenstad,151.74
Christensentown,278.45000000000005
Christianberg,539.5600000000001
Christianborough,516.45
Christianburgh,419.65
Christianbury,244.71
Christianchester,477.36
Christianfort,450.07
Christianfurt,444.15
Christianmouth,549.17
Christianport,770.8
Christianshire,48.39
Christianside,431.8
Christianview,493.97
Christianville,636.37
Christiebury,218.5
Christiechester,87.62
Christiefurt,579.24
Christinaberg,930.72
Christinaborough,1494.6
Christinaburgh,462.83000000000004
Christinabury,1289.42
Christinachester,117.15
Christinafort,527.22
Christinafurt,1342.49
Christinahaven,662.24
Christinaland,187.32
Christinamouth,2551.36
Christinaport,461.14
Christinashire,1028.65
Christinaside,425.76
Christinastad,411.42
Christinaton,159.42
Christinatown,1814.71
Christinaview,203.48
Christineberg,379.52
Christineborough,415.85
Christineburgh,574.55
Christinebury,1101.68
Christinechester,1522.72
Christinefort,822.95
Christinefurt,107.99
Christinehaven,515.36
Christineland,505.27
Christinemouth,620.47
Christineshire,158.29
Christineside,386.70000000000005
Christinestad,493.92
Christineview,349.39
Christineville,822.63
Christon,88.62
Christopherberg,2590.0
Christopherborough,2981.58
Christopherburgh,2392.58
Christopherbury,1789.92
Christopherchester,2864.09
Christopherfort,2970.05
Christopherfurt,2527.67
Christopherhaven,3537.74
Christopherland,3453.72
Christophermouth,6425.95
Christopherport,1748.27
Christophershire,2225.98
Christopherside,1077.33
Christopherstad,1806.3700000000001
Christopherton,1185.88
Christophertown,2185.7
Christopherview,1808.37
Christopherville,890.1399999999999
Christown,82.36
Christyborough,868.28
Christybury,733.31
Christyfort,585.0799999999999
Christymouth,376.58
Christyport,412.42
Christyshire,461.78999999999996
Christyside,102.48
Christystad,367.46
Christyview,420.51
Christyville,311.39
Chrisview,424.34
Chungburgh,281.33
Chungbury,50.63
Chunghaven,353.42
Chungton,256.56
Churchberg,326.75
Churchbury,158.24
Churchhaven,215.71
Churchland,148.14
Churchmouth,191.03
Churchshire,417.46
Churchville,432.53
Cindyborough,258.5
Cindyburgh,263.51
Cindychester,925.65
Cindyfort,42.16
Cindyfurt,270.15
Cindyland,952.12
Cindymouth,138.33
Cindyshire,162.94
Cindyside,192.4
Cindystad,429.03000000000003
Cindyton,270.51
Cindyview,620.04
Cisnerosfort,94.15
Cisneroshaven,103.88
Cisnerosside,272.33
Claireborough,321.82
Clairebury,443.19
Clairefort,222.24
Clarenceland,301.78
Clarkberg,1777.75
Clarkborough,462.97
Clarkburgh,964.72
Clarkbury,823.28
Clarkchester,66.19
Clarkeborough,359.71
Clarkefurt,313.07
Clarkeland,393.1
Clarkemouth,96.72
Clarkeport,424.89
Clarkeside,194.26
Clarketon,89.76
Clarketown,249.66
Clarkeville,390.63
Clarkfort,1381.22
Clarkfurt,581.34
Clarkhaven,988.04
Clarkland,1289.82
Clarkmouth,1957.8899999999999
Clarkport,581.56
Clarkshire,1377.16
Clarkside,1224.66
Clarkstad,764.92
Clarkton,1603.76
Clarktown,57.89
Clarkview,990.8399999999999
Clarkville,254.13
Claudiaberg,149.42
Claudiabury,406.56
Claudiachester,25.0
Claudiafort,167.75
Claudiafurt,381.62
Claudiamouth,209.86
